id,text
30056,"And you'd turn my inventions on me, like your filthy father, would you?"
30054,"He could hear Hagrid yelling and Fang howling as Snape closed in and looked down on him where he lay, wandless and defenseless as Dumbledore hadl been."
30023,He had to get to Dumbledore and he had to catch Snape. ...
30006,"Til do it,' snarled Greyback, moving towards Dumbledore with his hands outstretched, his teeth bared."
29993,He had a voice like none that Harry had ever heard: a rasping bark of a voice.
29861,"His brain whirling in panic, Harry knew, instinctively, the only way left to get water, because Voldemort had planned it so ..."
29851,"And obediently, Dumbledore drank, as though it was an anti-dote Harry offered him, but upon draining the goblet, he sank to his knees, shaking uncontrollably."
29842,His grip on the goblet was slackening; the potion was about to spill from it.
29814,He met an invisible barrier that prevented him coming within an inch of it.
29741,Dumbledore stepped back from the cave wall and pointed his wand at the rock.
29677,"He dashed up the stairs and into his dormitory, where he flung open his trunk and pulled out the Marauder's Map and a pair of balled-up socks."
29639,"She looked alarmed as he ran past her, round the corner into Dumbledore's corridor, where the lone gargoyle stood sentry."
29618,"Professor Trelawney seemed to consider the matter for a moment, but Harry could tell that she liked the idea of retelling her little adventure."
29597,"Harry was shaken from these bitter reflections by the appearance at his side of Jimmy Peakes, who was holding out a scroll of parchment."
29595,He was finding these detentions particularly irksome because they cut into the already limited time he could have been spending with Ginny.
29511,"The cold, black eyes were boring once more into Harry's; he tried not to look into them."
29460,"He could not even find it in himself to tell Moaning Myrtle to be quiet, as she continued to wail and sob with increasingly evident enjoyment."
29424,The run-up to this crucial match had all the usual features: members of rival Houses attempting to intimidate opposing teams in the corridors; unpleasant chants about individual players being rehearsed loudly as they passed; the team members themselves either swaggering around enjoying all the attention or else dashing into bathrooms between classes to throw up.
29389,"Harry stared: It was indeed Katie Bell, looking completely healthy and surrounded by her jubilant friends."
29377,When she saw me coming out of the dormitory with Hermione.
29296,"I did not wish to be-lieve it, but nothing else seemed to make sense."
29289,"No, something much more sinister had lived inside that book. ... a fragment of soul, I was almost sure of it."
29257,The small golden clock standing upon Slughorn's desk chimed eleven o'clock behind him and he looked around.
29238,"Nearly Headless Nick was gliding toward Harry, his head wob-bling as usual upon his ruff."
29219,"Looking Slughorn straight in the eye, Harry leaned forward a little."
29165,"He bustled back into the castle, and Harry sped off to Hagrid's, delighted with himself."
29111,It could not have been plainer that he thought this les-son was a waste of time.
29084,"Hermione and Ron were both clutching a Ministry of Magic leaflet  -  Common Apparition Mistakes and How to Avoid Them  -  for they were taking their tests that very afternoon, but by and large the leaflets had not proved soothing to the nerves."
29063,"Laughing, Harry turned to contemplate the blank wall behind which, he was sure, Draco Malfoy was now standing frozen, aware that someone unwelcome was out there, but not daring to make an appearance."
29042,"When the bell sounded at the end of the lesson, Lavender caught up with Ron and Harry (Hermione mysteriously melted out of sight as she ap-proached) and abused Snape hotly for his jibe about Ron's Appari-tion, but this seemed to merely irritate Ron, and he shook her off by making a detour into the boys' bathroom with Harry."
28995,"Harry watched her go, feeling slightly disgruntled."
28968,They were sitting beside the fire in the common room; the only other people awake were fellow sixth years.
28913,"She looked him full in the face and for the first time, Harry saw her foolish smile falter."
28798,"After a while Madam Pomfrey came out of her office, this time wearing a thick dressing gown."
28782,There was a note of badly suppressed glee in Rons voice; Harry could tell he was nothing short of thrilled that McLaggen had messed up so badly.
28743,"I've told you,"" said Harry patiently, ""he could be world-class and I wouldn't want to keep him."
28703,"Yer expect accidents, don' yeh, with hundreds of underage wizards all locked up tergether, but attempted murder, tha's tliff'rent."
28465,"Harry could tell he had dawdled deliberately, wanting to be last in the room with Slughorn."
28431,"The exception sits before me,"" Dumbledore added, with a nod to Harry's scar."
28392,"I believe that it was then that he dropped the name forever, assumed the identity of Lord Volde-mort, and began his investigations into his previously despised mother's family  -  the woman whom, you will remember, he had thought could not be a witch if she had succumbed to the shameful human weakness of death."
28391,Finally he was forced to accept that his father had never set foot in Hogwarts.
28381,"He was very guarded with me; he felt, I am sure, that in the thrill of discovering his true identity he had told me a little too much."
28313,"He had one last fleeting view of the Weasleys' kitchen and Mrs. Weasley's tearful face before the flames engulfed him; spinning very fast, he caught blurred glimpses of other Wizarding rooms, which were whipped out of sight before he could get a proper look; then he was slowing down, finally stopping squarely in the fireplace in Professor McGonagall's office."
28242,"Harrys presents included a sweater with a large Golden Snitch worked onto the front, hand-knitted by Mrs. Weasley, a large box of Weasleys' Wizard Wheezes products from the twins, and a slightly damp, moldy-smelling package that came with a label read-ing To Master, From Kreacher, Harry stared at it."
28232,"Ron fell asleep almost immediately, but Harry delved into his trunk and pulled out his copy of Advanced Potion-Making before getting into bed."
28228,"Abandoning pretense, Harry said, ""And it wasn't Sirius?"
28219,"At the full moon, he positions himself close to victims, ensuring that he is near enough to strike."
28180,"It had already occurred to him that this would be the most likely objection to his new evidence; he could hear Hermione now: Obviously, Harry, he was pretending to offer help so he could trick Malfoy into telling him what he's doing. . . ."
28165,"Harry remained on the floor, hid-den beneath the cloak, his mind racing."
28154,"Aunt Bellatrix has been teaching you Occlumency, I see."
28153,"There was a pause and then Snape said quietly, ""Ah . . ."
28147,"They left, Snape leading the way, Malfoy looking resentful."
28129,"I've only ever taught a few with this kind of ability, I can tell you that, Sybi l l  -  why even Severus  - "" And to Harry's horror, Slughorn threw out an arm and seemed to scoop Snape out of thin air toward them."
28123,"Under cover of her furious criticisms of Firenze, Harry drew closer to Hermione and said, ""Let ' s get something straight."
28055,She hitched up the long roll of parchment on which she was writing her Arithma n cy essay and continued to scratch away with her quill.
27990,"Laughing, Harry broke free of the rest of the team and hugged Ginny, but let go very quickly."
27983,"But next moment, his stomach seemed to drop out of the , sky  -  Smith was right and Harry was wrong: Harper had not sped upward at random; he had spotted what Harry had not: The Snitch was speeding along high above them, glinting brightly against the clear blue sky."
27973,"With half an hour of the game gone, Gryffindor were leading sixty points to zero, Ron having made some truly spectacular saves, some by the very tips of his gloves, and Ginny having scored four of Gryffindor's six goals."
27940,"The Gryffindor table, a solid mass of red and gold, cheered as Harry and Ron approached."
27880,"The Beaters, Peakes and Coote, were getting better all the time."
27832,"Dumbledore beamed at him, peering over the top of his hall' moon spectacles."
27817,"Even then, he wished to be different, separate, notorious."
27796,"Harry thought that Dumbledore would insist upon accompanying Riddle, but once again he was surprised."
27761,"Riddle had frozen, his face expressionless, but his eyes were flickering back and forth between each of Dumbledore's, as though trying to catch one of them lying."
27752,My name is Professor Dumbledore and I work at a school called Hogwarts.
27693,"She had a sharp-featured face that appeared more anxious than unkind, and she was talking over her shoulder to another aproned helper as she walked toward Dumbledore."
27690,Dumbledore stepped into a hallway tiled in black and white; the whole place was shabby but spotlessly clean.
27675,I do not think that she wanted to be a witch any longer.
27662,"He swilled the contents of the Pensieve as Harry had seen him swill them before, much as a gold prospector sifts for gold."
27655,She appears to have brushed the necklace with the smallest possible amount of skin; there was a tiny hole in her glove.
27642,"Harry was angry with the other two for siding with McGonagall; nevertheless, he felt compelled to join in once they started dis-cussing what had happened."
27628,"When she had left the room, Professor McGonagall turned back to Harry, Ron, and Hermione."
27616,"Harry hesitated for a moment, then pulled his scarf from around his face and, ignoring Ron's gasp, carefully covered the necklace in it and picked it up."
27568,"Holding him fast with one hand, he pulled out his wand."
27545,The process took even longer than normal as Filch was triple-checking everybody with his Secrecy Sensor.
27501,"He looked hopefully at Ron, who was sitting with his arms folded, staring over at Lavender Brown."
27434,Harry turned around to find his new team beaming at him.
27418,"Harry glanced over at Ron, who had always had a problem with nerves; Harry had hoped that winning their final match last term might have cured it, but apparently not: Ron was a delicate shade of green."
27404,"The second group was comprised of ten of the silliest girls Harry had ever encountered, who, when he blew his whistle, merely fell about giggling and clutching one another."
27342,"Perhaps, besotted as she was, she had convinced herself that he would by now have fallen in love with her in return."
27341,I believe that she made the choice to stop giving him the potion.
27321,"Ogden hurtled up the path and erupted onto the main lane, his arms over his head, where he collided with the glossy chestnut horse ridden by a very handsome, dark-haired young man."
27265,"Morfin seemed to be on the point of disagreeing, but when his father cast him a threatening look he changed his mind, lumbering away to the cottage with an odd rolling gait and slamming the front door behind him, so that the snake swung sadly again."
27262,"Ogden pointed his wand at his own nose, which was still issuing large amounts of what looked like yellow pus, and the flow stopped at once."
27249,"As the dark shadows of the trees slid over him, he stopped again, staring at the front door, to which somebody had nailed a dead snake."
27247,"Just as he had concluded that nobody could possibly live there, however, one of the windows was thrown open with a clatter, and a thin trickle of steam or smoke issued from it, as though somebody was cooking."
27235,Ogden had broken into a reluctant trot due to the steep down-ward slope.
27220,"He felt his feet leave the office floor; he was falling, falling through whirling darkness and then, quite sud-denly, he was blinking in dazzling sunlight."
27215,But Dumbledore was having difficulty pulling out the stopper of the crystal bottle: His injured hand seemed stiff and painful.
27191,"Although the amount of homework they had been given prevented him from reading the whole of his copy of Advanced Potion-Making, he had skimmed through it sufficiently to see that there was barely a page on which the Prince had not made additional notes, not all of them concerned with potion-making."
27158,"Harry stirred counterclockwise, held his breath, and stirred once clockwise."
26996,"Exactly,"" said Harry, but he could nor press the point, because so many people were trying to listen in to his conversation, not to mention staring at him and whispering behind their hands."
26986,"He's got a new home up in the mountains now, Dumbledore fixed it  -  nice big cave."
26974,"I implore you, should you notice anything strange or suspicious within or outside the castle, to report it to a member of staff immediately."
26962,Hadn't it been widely known for years that Dumbledore did not trust him to do it?
26905,Now she seemed older and much more serious and purposeful.
26830,"Oh yeah, his uncle's big in the Ministry,"" said Malfoy.""?"
26757,"Harry and Neville caught each other's eyes and hastily began to talk of Quidditch.The weather beyond the train windows was as patchy as it had been all summer; they passed through stretches of the chilling mist, then out into weak, clear sunlight."
26709,He made it sound like it was the same kind of thing that needed fixing.
26659,"Hermione said brightly to Borgin, who did not answer, but cast her a suspicious look."
26639,"Harry supposed it was a bit of a giveaway in these dangerous and suspicious times to buy Dark artifacts  -  or at least, to be seen buying them."
26607,"Well, we thought Shield Hats were a bit of a laugh, you know, challenge your mate to jinx you while wearing it and watch his face when the jinx just bounces off."
26589,"Casual passersby were looking back over their shoulders at the windows, and a few rather stunned-looking people had actually come to a halt, transfixed."
26549,"See, the Ministry wanted ter send a bunch o' Aurors, but Dumbledore said I'd do,"" said Hagrid proudly, throwing out his chest and tucking his thumbs into his pockets."
26505,All three of them lifted their right legs.Harry moved forward.
26319,"It was cruel,"" said Dumbledore softly, ""that you and Sirius had such a short time together."
26300,"Horace,"" said Dumbledore, relieving Harry of the responsibility to say any of this, ""likes his comfort."
26293,"Well, I'm sorry you don't want the job, Horace,"" said Dumbledore, raising his uninjured hand in a farewell salute."
26287,I cannot pretend that Amelia Bones's death did not shake me. . . .
26278,Haven't I just said your mother was one of my all-time favorite students?
26274,He sounded like an enthusiastic collector who had been outbid at auction.
26167,He felt as though he had just been forced through a very tight rubber tube.
26141,"I'll just go and  -  er  -  finish off,"" said Harry hastily, hurrying to pick up his fallen telescope and trainers.It took him a little over ten minutes to track down everything he needed; at last he had managed to extract his Invisibility Cloak from under the bed, screwed the top back on his jar of color-change ink, and forced the lid of his trunk shut on his cauldron."
26067,"Hoping to see you this Friday,I am, yours most sincerely,Albus DumbledoreThough he already knew it by heart, Harry had been stealing glances at this missive every few minutes since seven o'clock that evening, when he had first taken up his position beside his bedroom window, which had a reasonable view of both ends of Privet Drive."
